0.0,0,0
0.10197186470031738,-24,2
0.20381689071655273,-29,4
0.2964000701904297,-33,1
0.37386202812194824,-44,-4
0.4633290767669678,-47,-5
0.5643270015716553,-47,-5
0.6413660049438477,-47,-5
0.7295980453491211,-46,-5
0.843843936920166,-34,2
0.9514420032501221,-30,9
1.1103088855743408,-30,9
1.1998369693756104,-31,9
1.2769060134887695,-32,9
1.3657078742980957,-26,4
1.4442970752716064,-15,8
1.533940076828003,-14,9
1.6341400146484375,-14,9
1.7342889308929443,-14,9
1.8388829231262207,-15,5
1.9354698657989502,-34,-5
2.036038875579834,-46,-2
2.1116719245910645,-49,-2
2.2034718990325928,-51,-2
2.3051440715789795,-57,-5
2.4036149978637695,-64,-2
2.5090749263763428,-62,-1
2.609041929244995,-67,-1
2.705941915512085,-69,-1
2.8227670192718506,-65,-1
2.9107818603515625,-53,0
3.0017330646514893,-51,1
3.077712059020996,-56,2
3.1669058799743652,-74,5
3.2546560764312744,-86,-6
3.33317494392395,-83,6
3.410862922668457,-76,1
3.5155529975891113,-71,10
3.6157798767089844,-71,9
3.739063024520874,-72,9
3.844994068145752,-91,-5
3.9373209476470947,-140,-13
4.037268877029419,-161,-6
4.136293888092041,-184,8
4.261451005935669,-189,-4
4.3384668827056885,-202,-9
4.44051194190979,-211,-9
4.539823055267334,-209,-4
4.641592025756836,-209,-3
4.741055965423584,-214,-11
4.840749979019165,-201,-10
4.937911033630371,-190,-10
5.0374438762664795,-189,-8
5.1139678955078125,-189,-8
5.201145887374878,-189,-6
5.281470060348511,-190,-11
5.370730876922607,-189,-14
5.449100971221924,-183,-9
5.535531044006348,-180,-11
5.6362879276275635,-180,-11
5.7118470668792725,-180,-11
5.801707983016968,-184,-12
5.871129989624023,-190,-14
5.97231388092041,-209,-16
6.074641942977905,-220,-12
6.176836967468262,-233,-9
6.276110887527466,-257,7
6.377258062362671,-275,1
6.4773640632629395,-281,1
6.578399896621704,-281,0
6.667572021484375,-281,0
6.744839906692505,-281,1
6.844573974609375,-271,0
6.943873882293701,-258,1
7.044439077377319,-260,0
7.145832061767578,-260,-1
7.246063947677612,-260,-1
7.346000909805298,-253,5
7.44589900970459,-253,-8
7.535079002380371,-247,-7
7.613678932189941,-247,4
7.70426607131958,-247,4
7.808506011962891,-249,-7
7.911674976348877,-257,-2
8.01315188407898,-270,-15
8.113735914230347,-277,-10
8.206259965896606,-284,-12
8.283577919006348,-291,0
8.372191905975342,-318,6
8.473867893218994,-320,10
8.543237924575806,-321,2
8.6458420753479,-334,2
8.746064901351929,-334,5
8.847295045852661,-319,7
8.945910930633545,-299,-11
9.04505705833435,-321,8
9.14759087562561,-342,9
9.236715078353882,-344,-1
9.314239025115967,-337,5
9.413936853408813,-327,-6
9.51128101348877,-322,11
9.608806848526001,-323,3
9.709522008895874,-323,3
9.8108069896698,-326,4
9.911144971847534,-349,2
10.010621070861816,-385,11
10.110554933547974,-403,10
10.212615966796875,-405,11
10.312540054321289,-412,7
10.41483998298645,-428,1
10.506842851638794,-428,1
10.585469007492065,-428,1
10.675137042999268,-430,3
10.751528024673462,-430,2
10.841726064682007,-416,9
10.911709070205688,-404,8
11.013355016708374,-402,9
11.11148190498352,-409,8
11.214684009552002,-409,7
11.315844058990479,-411,5
11.415722846984863,-418,0
11.515197038650513,-417,1
11.615864038467407,-417,1
11.7151939868927,-417,1
11.81669306755066,-415,2
11.91744089126587,-421,11
12.01746392250061,-442,11
12.118103981018066,-456,6
12.20920205116272,-455,6
12.287569999694824,-458,6
12.377341985702515,-477,0
12.480480909347534,-480,-1
12.583509922027588,-480,-1
12.68508505821228,-480,-1
12.785045862197876,-477,0
12.876688003540039,-466,8
12.980701923370361,-461,8
13.082592964172363,-461,8
13.184808015823364,-461,8
13.283849954605103,-460,7
13.385456085205078,-458,0
13.485801935195923,-464,1
13.576401948928833,-465,1
13.681112051010132,-465,0
13.781561851501465,-464,1
13.851486921310425,-460,1
13.952905893325806,-483,-1
14.043477058410645,-505,6
14.147971868515015,-506,7
14.250319957733154,-506,7
14.35306692123413,-518,11
14.443583011627197,-533,0
14.515310049057007,-532,1
14.617233037948608,-533,0
14.719466924667358,-533,0
14.820085048675537,-524,4
14.908958911895752,-512,9
14.987854957580566,-508,7
15.087256908416748,-510,9
15.187129974365234,-510,9
15.287389039993286,-506,6
15.387309074401855,-503,0
15.48743200302124,-511,-7
15.588283061981201,-510,1
15.67910099029541,-510,1
15.783061981201172,-509,1
15.885496854782104,-510,0
15.986654043197632,-534,17
16.086426973342896,-548,7
16.18680500984192,-548,8
16.28493595123291,-550,7
16.387311935424805,-569,1
16.486366033554077,-574,1
16.587836980819702,-574,0
16.687591075897217,-574,1
16.763864994049072,-574,1
16.85454487800598,-563,7
16.9546320438385,-557,9
17.05601692199707,-555,8
17.145236015319824,-555,9
17.24988889694214,-555,9
17.319432973861694,-554,5
17.422366857528687,-553,0
17.522459030151367,-560,1
17.611896991729736,-556,0
17.693384885787964,-556,0
17.789339065551758,-557,1
17.890371084213257,-562,12
18.057410955429077,-597,23
18.146422863006592,-601,8
18.24724292755127,-601,8
18.451194047927856,-628,1
18.554714918136597,-627,1
18.656718969345093,-628,1
18.748197078704834,-629,-1
18.849524974822998,-619,4
18.952213048934937,-627,10
19.056282997131348,-627,9
19.157904863357544,-627,9
19.24899387359619,-627,8
19.349935054779053,-625,-1
19.454325914382935,-628,-2
19.557333946228027,-635,0
19.658686876296997,-633,-1
19.747758865356445,-632,-2
19.850568056106567,-631,5
19.954100847244263,-613,11
20.056927919387817,-616,13
20.158467054367065,-617,13
20.248875856399536,-618,13
20.351526975631714,-627,12
20.45564603805542,-630,13
20.558023929595947,-637,2
20.64871096611023,-638,2
20.748616933822632,-637,3
20.851763010025024,-624,12
20.955688953399658,-617,1
21.05840492248535,-615,12
21.157427072525024,-617,11
21.257719039916992,-616,11
21.359468936920166,-606,17
21.46104407310486,-603,2
21.550880908966064,-603,2
21.653730869293213,-603,2
21.755764961242676,-603,2
21.85863494873047,-611,3
22.06180191040039,-658,13
22.161167860031128,-659,13
22.250953912734985,-659,13
22.45696496963501,-684,2
22.558186054229736,-685,3
22.661815881729126,-685,4
22.752327919006348,-684,3
22.85525608062744,-672,10
22.95611000061035,-663,11
23.057246923446655,-664,11
