0.0,0,0
0.10207891464233398,9,0
0.20537686347961426,30,-4
0.27462100982666016,31,-2
0.37624192237854004,9,-5
0.47646093368530273,10,0
0.5768389701843262,11,-4
0.6675229072570801,23,-12
0.7659358978271484,31,3
0.867041826248169,30,-1
0.9688680171966553,30,2
1.072199821472168,28,-1
1.175328016281128,6,0
1.3096368312835693,-29,0
1.4135189056396484,-36,1
1.5721468925476074,-48,2
1.675724983215332,-63,-10
1.766549825668335,-60,-11
1.8685858249664307,-51,0
1.9744129180908203,-54,-8
2.0780038833618164,-45,0
2.1688289642333984,-16,-4
2.2717719078063965,-6,-2
2.3733038902282715,-21,-4
2.481675863265991,-29,-1
2.577054977416992,-26,-5
2.6758148670196533,-12,-18
2.8742599487304688,13,-4
2.977895975112915,14,-3
3.08583402633667,12,-4
3.1850078105926514,-8,-12
3.325191020965576,-52,-1
3.445462942123413,-68,1
3.545142889022827,-67,0
3.642814874649048,-70,10
3.718744993209839,-83,-13
3.8099918365478516,-79,-2
3.8871169090270996,-81,-9
3.9775710105895996,-78,-10
4.078413009643555,-60,0
4.178469896316528,-24,-4
4.279937028884888,-20,-2
4.38018798828125,-36,-3
4.512676954269409,-48,-1
4.610466957092285,-42,-9
4.710054874420166,-25,-2
4.8108320236206055,-27,2
4.912755966186523,-27,2
5.011965036392212,-27,3
5.110387802124023,-34,-2
5.212139844894409,-73,-11
5.312318801879883,-110,-3
5.411367893218994,-123,5
5.5133140087127686,-125,4
5.612133979797363,-132,2
5.712779998779297,-142,-1
5.813359022140503,-142,-1
5.905828952789307,-142,-1
6.007920026779175,-142,-1
6.109678030014038,-129,-5
6.21085786819458,-94,-2
6.310379981994629,-90,1
6.412061929702759,-105,-1
6.613253831863403,-134,3
6.712777853012085,-116,1
6.814229965209961,-109,4
6.916539907455444,-109,5
7.006784915924072,-109,4
7.108057975769043,-116,-2
7.210470914840698,-157,-6
7.312055826187134,-192,-2
7.415011882781982,-209,5
7.516451835632324,-208,17
7.617427825927734,-223,-10
7.708330869674683,-232,-9
7.786471843719482,-234,-11
7.87692403793335,-233,-10
7.978813886642456,-233,-9
8.053102970123291,-230,-8
8.14301085472107,-201,3
8.245210886001587,-178,0
8.347838878631592,-192,-2
8.449458837509155,-217,4
8.548292875289917,-217,5
8.648299932479858,-201,4
8.748944997787476,-191,6
8.850685834884644,-187,7
8.952010869979858,-187,7
9.042441844940186,-187,7
9.119609832763672,-190,3
9.209290981292725,-227,-15
9.287660837173462,-245,1
9.37627387046814,-267,1
9.480437994003296,-288,4
9.582876920700073,-293,4
9.684456825256348,-311,-3
9.78393292427063,-312,-2
9.883687019348145,-312,-2
9.98511791229248,-312,-2
10.075783967971802,-302,6
10.15349793434143,-293,-11
10.253784894943237,-290,-3
10.341728925704956,-300,6
10.42068600654602,-302,6
10.510695934295654,-304,-4
10.589387893676758,-297,4
10.679178953170776,-278,1
10.780673027038574,-272,2
10.88138198852539,-272,1
10.982784986495972,-272,1
11.082006931304932,-277,1
11.184587001800537,-302,0
11.284605026245117,-322,2
11.385923862457275,-347,3
11.488592863082886,-363,6
11.5764799118042,-367,-2
11.654524803161621,-376,0
11.754833936691284,-384,-1
11.8433358669281,-384,-1
11.921923875808716,-385,-1
12.012414932250977,-384,-1
12.089221954345703,-375,4
12.179966926574707,-362,5
12.281172037124634,-373,5
12.382653951644897,-385,11
12.485692024230957,-384,11
12.587806940078735,-384,-4
12.688764810562134,-369,0
12.78866696357727,-352,-3
12.889081954956055,-354,11
12.981189966201782,-357,11
13.08411192893982,-365,5
13.153966903686523,-394,-9
13.223853826522827,-421,4
13.316807985305786,-433,-1
13.418591976165771,-445,1
13.520493030548096,-458,12
13.618984937667847,-474,10
13.721972942352295,-487,6
13.820742845535278,-485,9
13.921785831451416,-490,0
14.022764921188354,-489,1
14.122452020645142,-476,7
14.222262859344482,-469,13
14.321218967437744,-477,2
14.422230958938599,-478,2
14.523507833480835,-480,-9
14.622925996780396,-470,-11
14.720890998840332,-451,-3
14.821802854537964,-446,-2
14.92230486869812,-446,-2
15.022796869277954,-446,-2
15.121282815933228,-456,5
15.22263503074646,-491,1
15.321899890899658,-519,4
15.423243999481201,-519,1
15.522544860839844,-519,2
15.623442888259888,-535,-7
15.699299812316895,-539,6
15.788908958435059,-539,7
15.891624927520752,-539,6
15.99227499961853,-540,6
16.06697392463684,-539,5
16.155746936798096,-527,3
16.257609844207764,-528,3
16.35829496383667,-529,3
